LV1.101 Load 3,LV1.101 Load 6,LV1.101 Load 9,LV1.101 Load 10,LV1.101 Load 13
0.0007067318999999999,0.000432693,0.000963159,0.0017163489,0.0043984261
0.0020414772,0.001249884,0.000952632,0.004957873200000001,0.0043503528
0.0020500913999999997,0.001255158,0.001252632,0.0049787934,0.005720352800000001
0.0023557681,0.001442307,0.001121052,0.0057211511,0.0051194708
0.0022282113,0.001364211,0.001231578,0.0054113703,0.005624206200000001
0.0020483715,0.001254105,0.0009578940000000001,0.0049746165,0.004374382600000001
0.0019708044999999998,0.0012066149999999999,0.000942105,0.0047862395,0.004302279500000001
0.001915067,0.00117249,0.0010711590000000001,0.004650877,0.0048916261
0.0016576553,0.001014891,0.001073685,0.0040257343,0.0049031615
0.0013893312999999998,0.0008506109999999999,0.001018527,0.0033740903,0.004651273300000001
0.0012554535,0.0007686450000000001,0.0010606320000000002,0.0030489585000000007,0.0048435528
0.0012611963,0.0007721609999999999,0.001023789,0.0030629053,0.0046753031
0.0012209771,0.000747537,0.000986946,0.0029652301,0.0045070534
0.0011020393999999999,0.000674718,0.000786948,0.0026763814,0.0035937292
0.0009555245,0.000585015,0.00068421,0.0023205595000000004,0.003124559
0.0009009385,0.000551595,0.000634317,0.0021879935000000002,0.0028967143
0.0009107042,0.000557574,0.000526317,0.0022117102,0.0024035143000000004
0.0008992137,0.0005505390000000001,0.000589473,0.0021838047000000004,0.0026919267
0.0007888951,0.00048299700000000004,0.000497475,0.0019158881000000002,0.0022718025
0.000989996,0.00060612,0.000536841,0.0024042760000000003,0.0024515739
0.0010313667,0.0006314490000000001,0.00051579,0.0025047477,0.0023554410000000002
0.0009411576999999999,0.000576219,0.000547368,0.0022856687,0.0024996472000000003
0.0009940189,0.0006085830000000001,0.000586947,0.0024140459000000004,0.0026803913
0.0010916955,0.000668385,0.000531579,0.0026512605,0.0024275441
0.0009940189,0.0006085830000000001,0.000621054,0.0024140459000000004,0.0028361466
0.0010974431999999999,0.000671904,0.0005079990000000001,0.0026652192,0.0023198621000000003
0.000967015,0.00059205,0.000660633,0.002348465,0.0030168906999999997
0.0011233005,0.000687735,0.001144842,0.0027280155,0.0052281118
0.0018817421,0.001152087,0.001026315,0.0045699451,0.0046868385
0.0023431260999999997,0.0014345669999999999,0.001078947,0.0056904491,0.0049271913
0.0025327413999999995,0.001550658,0.0019395780000000002,0.0061509434,0.008857406200000001
0.0022408533,0.001371951,0.002176422,0.0054420723,0.0099389938
0.0020845678,0.001276266,0.001321053,0.005062521800000001,0.0060328087
0.0025241223,0.001545381,0.001357896,0.006130011300000001,0.0062010584
0.0024321885,0.001489095,0.001078947,0.0059067435000000005,0.0049271913
0.0030912286999999995,0.0018925889999999999,0.0009501059999999999,0.0075072697,0.0043388174
0.0023988636,0.001468692,0.0011473680000000002,0.0058258116,0.0052396472
0.0028832335,0.0017652450000000001,0.001073685,0.0070021385,0.0049031615
0.0028240513,0.001729011,0.001444842,0.0068584103,0.0065981118
0.002401735,0.0014704499999999999,0.0013658939999999999,0.005832785,0.0062375825999999995
0.002378754,0.00145638,0.001442106,0.005776974000000001,0.0065856174
0.0023557681,0.001442307,0.001821054,0.0057211511,0.0083161466
0.0024235693999999997,0.001483818,0.0016052640000000001,0.0058858114000000005,0.0073307056
0.0029159802,0.001785294,0.001673685,0.0070816662,0.0076431615000000005
0.0033641537999999998,0.0020596860000000002,0.001736841,0.008170087800000001,0.0079315739
0.0029044897,0.001778259,0.001592211,0.0070537607,0.0072710969
0.0030613485,0.001874295,0.0019764210000000003,0.007434703500000001,0.0090256559
0.0023270394,0.001424718,0.001802736,0.005651381400000001,0.0082324944
0.0026545505,0.001625235,0.001947369,0.006446765500000001,0.0088929851
0.0022770545,0.001394115,0.0019395780000000002,0.0055299895000000005,0.008857406200000001
0.0049,0.003,0.003,0.0119,0.0137
0.0039904423999999996,0.002443128,0.002636841,0.009691074400000001,0.012041573900000001
0.0032940543999999995,0.002016768,0.002060631,0.0079998464,0.0094102149
0.0028947239999999996,0.00177228,0.0015315780000000002,0.007030044,0.0069942062
0.0030441152,0.001863744,0.0015027360000000002,0.007392851200000001,0.0068624944
0.0024752791,0.001515477,0.001263159,0.0060113921,0.005768426100000001
0.0025022879,0.001532013,0.00133158,0.0060769849,0.006080882
0.0022523438,0.001378986,0.0014000010000000001,0.0054699778,0.0063933379000000005
0.0020644582,0.001263954,0.0011842110000000001,0.005013684200000001,0.0054078969000000005
0.0017484425,0.001070475,0.001123788,0.004246217500000001,0.0051319652
0.0016363991,0.001001877,0.0015027360000000002,0.003974112100000001,0.0068624944
0.0015369976999999998,0.000941019,0.001550106,0.0037327087,0.0070788174
0.0014898793,0.000912171,0.0012501060000000002,0.0036182783000000005,0.005708817400000001
0.0014163352000000002,0.0008671440000000001,0.00141579,0.0034396712000000005,0.006465441000000001
0.0014306971,0.000875937,0.0014553690000000002,0.0034745501000000003,0.0066461851
0.0012945261,0.000792567,0.001123788,0.0031438491000000002,0.0051319652
0.0015358461999999999,0.000940314,0.001042104,0.0037299122000000002,0.0047589416
0.0018013037,0.001102839,0.001257894,0.0043745947000000006,0.0057443826
0.0018587610999999998,0.001138017,0.001347369,0.0045141341,0.0061529851
0.0025626167,0.001568949,0.001373685,0.0062234977,0.0062731615
0.0035767452,0.0021898440000000003,0.001702737,0.008686381200000001,0.0077758322999999996
0.0025166498,0.001540806,0.001994736,0.006111863800000001,0.009109294399999999
0.0028815087,0.001764189,0.001978947,0.0069979497000000005,0.0090371913
0.0036445465,0.002231355,0.001818525,0.0088510415,0.0083045975
0.0032320007999999995,0.001978776,0.001707999,0.007849144800000001,0.0077998621
0.0025700892,0.001573524,0.002023788,0.0062416452,0.0092419652
0.0032480875,0.001988625,0.001963158,0.0078882125,0.0089650882
0.0038169186999999997,0.002336889,0.0017711579999999999,0.0092696597,0.0080882882
0.0029590757,0.001811679,0.001778946,0.0071863267000000005,0.0081238534
0.0027953226,0.0017114220000000002,0.0016395779999999998,0.0067886406000000005,0.0074874061999999995
0.0032164873999999998,0.001969278,0.001608,0.0078114694,0.0073432
0.0034635552,0.0021205440000000002,0.001760631,0.008411491200000001,0.0080402149
0.0031992492,0.0019587240000000002,0.0015315780000000002,0.007769605200000001,0.0069942062
0.0030441152,0.001863744,0.001789473,0.007392851200000001,0.0081719267
0.0029751624,0.0018215280000000002,0.001305264,0.0072253944000000014,0.0059607055999999995
0.0026918983,0.0016481010000000001,0.001344843,0.006537467300000001,0.0061414497
0.0024034598,0.001471506,0.001286946,0.0058369738,0.005877053399999999
0.0025068840999999996,0.001534827,0.001473684,0.0060881471,0.0067298236
0.0022339589999999998,0.00136773,0.00152379,0.0054253290000000004,0.006958641
0.0021489194999999997,0.001315665,0.001236843,0.0052188045,0.0056482497
0.0019868912,0.001216464,0.001213263,0.0048253072,0.0055405676999999995
0.0021058289,0.001289283,0.0009501059999999999,0.0051141559,0.0043388174
0.0017139661,0.001049367,0.000910527,0.004162489100000001,0.0041580733
0.0015168832,0.000928704,0.000892212,0.0036838592000000003,0.0040744348
0.0014496600999999998,0.0008875469999999999,0.00081579,0.0035206031,0.0037254410000000003
0.0013462358,0.000824226,0.000860631,0.0032694298,0.0039302149
0.0012755631,0.0007809570000000001,0.0008052630000000001,0.0030977961000000004,0.0036773677
0.0012813108,0.000784476,0.0006764220000000001,0.0031117548000000003,0.0030889938000000002
0.0012611963,0.0007721609999999999,0.000763158,0.0030629053,0.0034850882
0.0012169542,0.000745074,0.00068421,0.0029554602,0.003124559
0.0012629211,0.000773217,0.000613263,0.0030670941000000003,0.0028005677
0.0011709873,0.000716931,0.000618525,0.0028438263000000004,0.0028245975
0.0011451349,0.000701103,0.000626316,0.0027810419,0.0028601764000000004
0.0010428572,0.000638484,0.00046063200000000004,0.0025326532000000002,0.0021035528
0.0009871246,0.000604362,0.000542106,0.0023973026000000002,0.0024756174
0.0010313667,0.0006314490000000001,0.000608001,0.0025047477,0.0027765379000000002
0.0009968903,0.000610341,0.000544842,0.0024210193,0.0024881118
0.0009785055000000001,0.0005990850000000001,0.000544842,0.0023763705,0.0024881118
0.0009842531999999999,0.000602604,0.000560631,0.0023903292,0.0025602148999999998
0.0009739092999999999,0.000596271,0.000560631,0.0023652083000000003,0.0025602148999999998
0.0010589488,0.000648336,0.000497475,0.0025717328,0.0022718025
0.0011319195999999999,0.000693012,0.0005079990000000001,0.0027489476,0.0023198621000000003
0.0010629668,0.000650796,0.000518526,0.0025814908000000004,0.0023679354
0.0010313667,0.0006314490000000001,0.000434316,0.0025047477,0.0019833764000000004
0.000967015,0.00059205,0.000584211,0.002348465,0.0026678968999999998
0.0009710379,0.0005945130000000001,0.000471159,0.0023582349,0.0021516261
0.0010560724999999999,0.000646575,0.000557895,0.0025647475,0.0025477205
0.0011508777,0.000704619,0.000642105,0.0027949887000000002,0.0029322795
0.0010790583999999998,0.000660648,0.000594738,0.0026205704,0.0027159702000000003
0.0011508777,0.000704619,0.000647367,0.0027949887000000002,0.0029563093000000004
0.0010916955,0.000668385,0.000518526,0.0026512605,0.0023679354
0.0010715859,0.000656073,0.000621054,0.0026024229,0.0028361466
0.0012428114999999999,0.000760905,0.000613263,0.0030182565,0.0028005677
