fake_1,fake_2,fake_3,fake_4,fake_5
0.0006859135695451736,0.00042027263651418686,0.0005269790571348667,0.0016713576220489979,0.002415691647816372
0.001716543612694168,0.0010506179289035797,0.000990700149925232,0.004164879567972565,0.004522736279059124
0.001496726008569622,0.0009164469943456651,0.0009628998134450913,0.0036349508837379457,0.004395651164043618
0.0015258631386512757,0.0009343738512210847,0.0009107772056179046,0.003705668331734085,0.004152997212994766
0.0021123492547029496,0.0012932308868579864,0.0010773111377077103,0.0051300325409091956,0.00492305109440155
0.0017947758354896546,0.001098368580739975,0.0014636183921413423,0.004354667122713471,0.006679014574874116
0.0017875964947694778,0.0010943959609680176,0.0013937856499271393,0.004339691771618271,0.006366895487297249
0.0017980500050539016,0.0011007580713443756,0.001237660164030075,0.004364670313946151,0.00564940672754116
0.001784404832934761,0.0010922628895454407,0.0012303004507141114,0.004330440433374787,0.00561665723263092
0.0013396040566915513,0.0008204078630619049,0.0008199591729955673,0.0032543958828367236,0.003743128573287201
0.0012739528023356437,0.0007802511707954408,0.000691050598414421,0.0030958809793509485,0.003155900009859276
0.0012398101546520232,0.0007592022226266861,0.0007786201182918549,0.0030120084092535022,0.003552876223016453
0.0011269448377841948,0.0006901012317352295,0.0015273476783351897,0.0027377054855741503,0.006976565810430718
0.0009615258210057258,0.0005888422981910706,0.0019623512868003844,0.002336184248379612,0.00897071162997551
0.0009476538986617565,0.0005799880356602669,0.0015000047031955717,0.0023006421715535165,0.006849229391802025
0.0009714749389046669,0.0005945812867097854,0.000823281491191864,0.002357109345547104,0.0037542247199899674
0.0008785779528969763,0.0005376242653541565,0.0008757591787891388,0.0021314999856568814,0.003989179103959274
0.0011184109099859237,0.0006841682300977707,0.0008816352728919982,0.0027111687988556864,0.0040081293561942104
0.0009529888995641709,0.0005833740786724091,0.0007577649597244262,0.0023138661839581967,0.0034563319483286855
0.0010047821410650254,0.000615464116733551,0.0007548839543180465,0.0024427287325777054,0.003448703628171158
0.0010438778080696105,0.0006394387290887833,0.0006939045135097503,0.0025386454910553934,0.0031721859538442615
0.0008224140287095546,0.0005034796551876068,0.0005291749928312301,0.001997090304694319,0.002417089026559067
0.0011056546308750152,0.0006767634556703567,0.0005307760145680904,0.0026822871819652556,0.002423705803740692
0.0010253265657180785,0.0006281272725276947,0.0007310885358767509,0.0024941288784660343,0.0033409124450273038
0.0010865234979146956,0.0006656091765575409,0.0006667882073836326,0.0026424937665976526,0.0030481423066443924
0.0010451893889063834,0.000640353317659378,0.0007158773932771683,0.0025430670604623794,0.0032750812077409746
0.0009742070399874688,0.0005966197208576203,0.0008790686670856476,0.0023680947334088326,0.004021024436641407
0.0009981125228756904,0.0006111890778951645,0.0009605703596191406,0.0024240597263492586,0.0043844815248138425
0.0013988633715266228,0.0008561848656349182,0.001354761565120697,0.003394336293689156,0.006183652895081711
0.0023385728903764723,0.0014315845028572082,0.0016071594897823335,0.005680713786236191,0.0073464577817804345
0.0028478957333320613,0.0017436811582260132,0.0014090150538997649,0.00692109460388794,0.006440815495837403
0.0025739036270135875,0.001575554575126648,0.0016462913993911745,0.006252923561684037,0.007516720368850899
0.001690218973969841,0.0010347976342849731,0.0015715620163993835,0.004103510277024651,0.007176004522431565
0.0023031855442279814,0.0014104887501411438,0.0013994882051067354,0.005596386380545044,0.006400368067014885
