fake_1,fake_2,fake_3,fake_4,fake_5
0.0013430173941606522,0.0008221583173685074,0.0008463239018039703,0.003258530542305851,0.0038598538958913805
0.001344850380038643,0.0008242270604782105,0.0006658689696507453,0.0032735683113850594,0.003048777506638241
0.001697897595977211,0.001039525921743393,0.0012227287534790038,0.004121766118756676,0.005586940121043396
0.0026952005036825176,0.0016499879316501619,0.0014327687863426209,0.006543401964060212,0.006543803431976509
0.0019951522090190885,0.0012214032963924408,0.0012282869164066314,0.004841846226207161,0.005610256441820336
0.0019621352442258833,0.0012013810531311035,0.0017614988926963806,0.004766038875333214,0.008052150174368096
0.002284734625434303,0.00139882275025177,0.0017386182192878725,0.005551072342745209,0.007948391791570855
0.002239465919947052,0.0013710094050579072,0.0015815844480113984,0.005440014080754662,0.007229701837290001
0.002167590443109894,0.0013268445090465547,0.001365328485162735,0.005263228972307587,0.00623968890546627
0.0018538287349695206,0.0011346588687114714,0.0014957485739307405,0.004500284378281975,0.006835500579465104
0.0018200548895353317,0.001114002193611145,0.0014803895298557282,0.004418153305403138,0.006762863423813057
0.0017592786737436294,0.0010768015638999938,0.0014556237105445863,0.004269717310420418,0.006643432759631349
0.0012424283512586594,0.0007606645629816055,0.0018787196520881652,0.003018299858323479,0.008573651104558181
0.0013707106389755249,0.0008394120738916398,0.0022042309288101197,0.003332442301563168,0.010066261463750076
0.0013620060004943847,0.0008338290558271409,0.001513904893787384,0.0033073752746500015,0.006913397758591842
0.0011969404526704789,0.0007327412025146485,0.0012686089221553803,0.0029057167888201715,0.005785828455675317
0.0012228388257974625,0.0007486435280256271,0.00126566537657547,0.002968963407031441,0.005776609226453972
0.0012668439217561722,0.0007755324498825073,0.0013902136627750397,0.003075916622630501,0.006349284636367036
0.0013327433564418792,0.0008158875362091065,0.0013107682410793305,0.003235893560997391,0.005987553601849747
0.0013460732468122483,0.0008240084157400132,0.0013325340990142823,0.0032679205477751734,0.006085655101526451
0.00142456058642807,0.0008720827655010224,0.0012937021497802736,0.0034585530505098347,0.005908712043750954
0.0014313213281983376,0.0008762345568351746,0.001269211882741928,0.0034749813929714204,0.0057979016446954735
0.0014657750227207184,0.0008973474756889344,0.0011814358774738312,0.003558641351810837,0.005395596610892487
0.001505255628442192,0.0009215297804288865,0.0010687682125883101,0.0036544025972999575,0.004876400079715919
0.001504556795274639,0.0009211774275712967,0.0009535701517181396,0.003653286698511982,0.004347342076290322
0.0014483588092679023,0.0008869429186992646,0.0008645283673124313,0.003518568651429558,0.003942949650574398
0.0013628966458791732,0.000834778110783577,0.0007905667666511535,0.0033127868429340367,0.0036086007067448614
0.0015429604925865173,0.0009450226233415604,0.0007729175184087752,0.0037497898668564797,0.003526332763720226
0.0015289599531048774,0.0009364834980182648,0.0007874665800647736,0.0037160953268922806,0.0035946101793534278
